Name,Subject,Rank,Score
TeddyBearsClub1194,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313934,780,559.510000
TeddyBearsClub2092,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232303932,781,559.500000
TeddyBearsClub6803,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236383033,782,559.500000
TeddyBearsClub1535,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231353335,783,559.500000
TeddyBearsClub8429,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238343239,784,559.500000
TeddyBearsClub5865,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235383635,785,559.460000
TeddyBearsClub8428,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238343238,786,559.460000
TeddyBearsClub7525,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237353235,787,559.450000
TeddyBearsClub5764,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235373634,788,559.450000
TeddyBearsClub5272,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235323732,789,559.420000
TeddyBearsClub8383,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238333833,790,559.410000
TeddyBearsClub6116,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236313136,791,559.370000
TeddyBearsClub2435,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232343335,792,559.360000
TeddyBearsClub5438,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235343338,793,559.360000
TeddyBearsClub4417,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234343137,794,559.360000
TeddyBearsClub1413,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231343133,795,559.350000
TeddyBearsClub7389,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237333839,796,559.270000
TeddyBearsClub3268,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233323638,797,559.260000
TeddyBearsClub3120,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233313230,798,559.250000
TeddyBearsClub8212,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238323132,799,559.220000
TeddyBearsClub4514,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353134,800,559.220000
TeddyBearsClub501,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562353031,801,559.220000
TeddyBearsClub5863,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235383633,802,559.210000
TeddyBearsClub8141,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238313431,803,559.160000
TeddyBearsClub5960,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235393630,804,559.150000
TeddyBearsClub5913,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235393133,805,559.130000
TeddyBearsClub2121,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232313231,806,559.120000
TeddyBearsClub44,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c75623434,807,559.120000
TeddyBearsClub2705,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232373035,808,559.110000
TeddyBearsClub2064,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232303634,809,559.110000
TeddyBearsClub1919,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231393139,810,559.080000
TeddyBearsClub7847,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237383437,811,559.070000
TeddyBearsClub838,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562383338,812,559.070000
TeddyBearsClub1259,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231323539,813,559.070000
TeddyBearsClub6459,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236343539,814,559.060000
TeddyBearsClub8789,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238373839,815,559.050000
TeddyBearsClub9179,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756239313739,816,559.030000
TeddyBearsClub4549,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353439,817,559.020000
TeddyBearsClub6786,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236373836,818,559.020000
TeddyBearsClub2977,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232393737,819,559.020000
TeddyBearsClub8973,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238393733,820,559.020000
TeddyBearsClub4557,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353537,821,559.010000
TeddyBearsClub8738,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238373338,822,559.010000
TeddyBearsClub8840,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238383430,823,559.000000
TeddyBearsClub4552,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353532,824,558.970000
TeddyBearsClub8006,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238303036,825,558.970000
TeddyBearsClub6920,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236393230,826,558.970000
TeddyBearsClub1823,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231383233,827,558.920000
TeddyBearsClub369,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562333639,828,558.910000
TeddyBearsClub3113,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233313133,829,558.880000
TeddyBearsClub2876,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383736,830,558.870000
TeddyBearsClub2408,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232343038,831,558.870000
TeddyBearsClub371,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562333731,832,558.870000
TeddyBearsClub7477,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237343737,833,558.870000
TeddyBearsClub5285,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235323835,834,558.820000
TeddyBearsClub493,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562343933,835,558.810000
TeddyBearsClub5065,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235303635,836,558.810000
TeddyBearsClub7342,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237333432,837,558.780000
TeddyBearsClub5339,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235333339,838,558.770000
TeddyBearsClub823,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562383233,839,558.770000
TeddyBearsClub4762,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234373632,840,558.770000
TeddyBearsClub6912,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236393132,841,558.770000
TeddyBearsClub7659,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237363539,842,558.720000
TeddyBearsClub1794,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231373934,843,558.710000
TeddyBearsClub5386,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235333836,844,558.710000
TeddyBearsClub1884,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231383834,845,558.680000
TeddyBearsClub4122,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234313232,846,558.680000
TeddyBearsClub7298,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237323938,847,558.670000
TeddyBearsClub8025,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238303235,848,558.670000
TeddyBearsClub2612,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232363132,849,558.670000
TeddyBearsClub8944,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238393434,850,558.660000
TeddyBearsClub1971,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231393731,851,558.660000
TeddyBearsClub7710,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237373130,852,558.640000
TeddyBearsClub5719,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235373139,853,558.630000
TeddyBearsClub8754,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238373534,854,558.630000
TeddyBearsClub1644,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231363434,855,558.630000
TeddyBearsClub3583,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353833,856,558.620000
TeddyBearsClub3600,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233363030,857,558.580000
TeddyBearsClub7928,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237393238,858,558.580000
TeddyBearsClub4757,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234373537,859,558.530000
TeddyBearsClub5751,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235373531,860,558.530000
TeddyBearsClub2854,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383534,861,558.530000
TeddyBearsClub1813,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231383133,862,558.520000
TeddyBearsClub5008,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235303038,863,558.520000
TeddyBearsClub4083,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234303833,864,558.520000
TeddyBearsClub6399,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236333939,865,558.520000
TeddyBearsClub6215,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236323135,866,558.510000
TeddyBearsClub7968,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237393638,867,558.480000
TeddyBearsClub3590,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353930,868,558.470000
TeddyBearsClub2515,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232353135,869,558.470000
TeddyBearsClub26,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c75623236,870,558.470000
TeddyBearsClub500,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562353030,871,558.470000
TeddyBearsClub7214,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237323134,872,558.470000
TeddyBearsClub1291,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231323931,873,558.460000
TeddyBearsClub2808,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383038,874,558.440000
TeddyBearsClub903,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562393033,875,558.430000
TeddyBearsClub472,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562343732,876,558.420000
TeddyBearsClub661,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562363631,877,558.420000
TeddyBearsClub5120,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235313230,878,558.420000
TeddyBearsClub1073,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231303733,879,558.420000
TeddyBearsClub5442,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235343432,880,558.390000
TeddyBearsClub2827,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383237,881,558.390000
TeddyBearsClub4324,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234333234,882,558.380000
TeddyBearsClub7547,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237353437,883,558.380000
TeddyBearsClub2832,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383332,884,558.340000
TeddyBearsClub7104,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237313034,885,558.340000
TeddyBearsClub4322,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234333232,886,558.330000
TeddyBearsClub2204,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232323034,887,558.330000
TeddyBearsClub6896,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236383936,888,558.330000
TeddyBearsClub718,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562373138,889,558.330000
TeddyBearsClub2824,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383234,890,558.330000
TeddyBearsClub7822,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237383232,891,558.280000
TeddyBearsClub1580,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231353830,892,558.280000
TeddyBearsClub8861,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238383631,893,558.270000
TeddyBearsClub8610,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238363130,894,558.270000
TeddyBearsClub7976,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237393736,895,558.270000
TeddyBearsClub968,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562393638,896,558.230000
TeddyBearsClub7324,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237333234,897,558.230000
TeddyBearsClub1511,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231353131,898,558.220000
TeddyBearsClub2775,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232373735,899,558.210000
TeddyBearsClub3311,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233333131,900,558.190000
TeddyBearsClub6316,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236333136,901,558.190000
TeddyBearsClub381,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562333831,902,558.130000
TeddyBearsClub2056,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232303536,903,558.130000
TeddyBearsClub3839,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233383339,904,558.080000
TeddyBearsClub2889,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383839,905,558.070000
TeddyBearsClub2019,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232303139,906,558.040000
TeddyBearsClub5591,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235353931,907,558.030000
TeddyBearsClub6315,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236333135,908,558.030000
TeddyBearsClub1416,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231343136,909,557.980000
TeddyBearsClub5710,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235373130,910,557.980000
TeddyBearsClub8054,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238303534,911,557.980000
TeddyBearsClub7436,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237343336,912,557.970000
TeddyBearsClub4361,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234333631,913,557.940000
TeddyBearsClub2958,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232393538,914,557.930000
TeddyBearsClub7383,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237333833,915,557.900000
TeddyBearsClub8042,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238303432,916,557.880000
TeddyBearsClub2468,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232343638,917,557.840000
TeddyBearsClub7523,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237353233,918,557.840000
TeddyBearsClub2175,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232313735,919,557.840000
TeddyBearsClub6268,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236323638,920,557.840000
TeddyBearsClub7084,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237303834,921,557.810000
TeddyBearsClub9187,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756239313837,922,557.790000
TeddyBearsClub1692,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231363932,923,557.770000
TeddyBearsClub4856,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234383536,924,557.740000
TeddyBearsClub5503,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235353033,925,557.740000
TeddyBearsClub6872,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236383732,926,557.740000
TeddyBearsClub5258,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235323538,927,557.740000
TeddyBearsClub7518,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237353138,928,557.700000
TeddyBearsClub9183,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756239313833,929,557.700000
TeddyBearsClub5097,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235303937,930,557.690000
TeddyBearsClub538,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562353338,931,557.690000
TeddyBearsClub6212,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236323132,932,557.690000
TeddyBearsClub5535,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235353335,933,557.690000
TeddyBearsClub1378,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231333738,934,557.680000
TeddyBearsClub5983,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235393833,935,557.630000
TeddyBearsClub6961,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236393631,936,557.630000
TeddyBearsClub4420,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234343230,937,557.630000
TeddyBearsClub3805,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233383035,938,557.600000
TeddyBearsClub162,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562313632,939,557.590000
TeddyBearsClub827,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562383237,940,557.590000
TeddyBearsClub8615,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238363135,941,557.590000
TeddyBearsClub908,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562393038,942,557.580000
TeddyBearsClub5996,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235393936,943,557.550000
TeddyBearsClub1180,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313830,944,557.550000
TeddyBearsClub5548,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235353438,945,557.540000
TeddyBearsClub8617,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238363137,946,557.540000
TeddyBearsClub7333,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237333333,947,557.530000
TeddyBearsClub6713,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236373133,948,557.530000
TeddyBearsClub3572,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353732,949,557.440000
TeddyBearsClub8457,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238343537,950,557.400000
TeddyBearsClub2197,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232313937,951,557.390000
TeddyBearsClub4040,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234303430,952,557.360000
TeddyBearsClub2893,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232383933,953,557.350000
TeddyBearsClub8776,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238373736,954,557.340000
TeddyBearsClub6728,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236373238,955,557.340000
TeddyBearsClub2688,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232363838,956,557.340000
TeddyBearsClub7672,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237363732,957,557.340000
TeddyBearsClub557,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562353537,958,557.310000
TeddyBearsClub6445,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236343435,959,557.300000
TeddyBearsClub7120,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237313230,960,557.290000
TeddyBearsClub8651,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238363531,961,557.290000
TeddyBearsClub6828,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236383238,962,557.290000
TeddyBearsClub8579,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238353739,963,557.280000
TeddyBearsClub3000,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233303030,964,557.260000
TeddyBearsClub5604,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235363034,965,557.250000
TeddyBearsClub2110,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232313130,966,557.250000
TeddyBearsClub3502,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353032,967,557.250000
TeddyBearsClub7581,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237353831,968,557.200000
TeddyBearsClub5917,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235393137,969,557.190000
TeddyBearsClub3492,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233343932,970,557.140000
TeddyBearsClub4522,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353232,971,557.100000
TeddyBearsClub6062,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236303632,972,557.100000
TeddyBearsClub2326,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232333236,973,557.090000
TeddyBearsClub8613,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238363133,974,557.090000
TeddyBearsClub946,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562393436,975,557.060000
TeddyBearsClub8975,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238393735,976,557.040000
TeddyBearsClub7806,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237383036,977,557.040000
TeddyBearsClub4052,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234303532,978,557.000000
TeddyBearsClub4874,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234383734,979,557.000000
TeddyBearsClub3960,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233393630,980,556.990000
TeddyBearsClub49,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c75623439,981,556.950000
TeddyBearsClub245,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562323435,982,556.950000
